"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Keystroke","|",,"135","1690670007168","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"File.Edit"," ","","135","1690670007306","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"136","1690670007306","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","1",,"129","1690670005348","main.py","1.1.5 for 2021-2022 @t1",,"1",,,,,
"X-Keystroke"," ",,"130","1690670005501","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","m",,"131","1690670005802","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","i",,"132","1690670005980","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","n",,"133","1690670006080","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke"," ",,"134","1690670006335","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"135","1690670007168","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"136","1690670007306","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","5","","136","1690670008510","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","5",,"137","1690670008510","main.py","1.1.5 for 2021-2022 @t1",,"5",,,,,
"File.Edit"," ","","137","1690670008773","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"138","1690670008773","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit",",","","138","1690670009313","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",",",,"139","1690670009313","main.py","1.1.5 for 2021-2022 @t1",,",",,,,,
"File.Edit","o","","139","1690670009476","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"140","1690670009476","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Action","Backspace",,,"1690670009829","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","o","139","1690670009829","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690670009960","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","",",","138","1690670009960","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","m","","138","1690670010276","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"139","1690670010276","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","i","","139","1690670010428","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"140","1690670010428","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","s","","140","1690670010576","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"141","1690670010576","main.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","5",,"137","1690670008510","main.py","1.1.5 for 2021-2022 @t1",,"5",,,,,
"X-Keystroke"," ",,"138","1690670008773","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke",",",,"139","1690670009313","main.py","1.1.5 for 2021-2022 @t1",,",",,,,,
"X-Keystroke","o",,"140","1690670009476","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","m",,"139","1690670010276","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","i",,"140","1690670010428","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","s",,"141","1690670010576","main.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Action","Backspace",,,"1690670011561","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","s","140","1690670011561","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","n","","140","1690670011931","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"141","1690670011931","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","s","","141","1690670012015","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"142","1690670012030","main.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit"," ","","142","1690670012162","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"143","1690670012162","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","|","","143","1690670012947","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","|",,"144","1690670012947","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"File.Edit"," ","","144","1690670013095","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"145","1690670013095","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","1","","145","1690670013866","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","1",,"146","1690670013866","main.py","1.1.5 for 2021-2022 @t1",,"1",,,,,
"X-Keystroke","n",,"141","1690670011931","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","s",,"142","1690670012030","main.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke"," ",,"143","1690670012162","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"144","1690670012947","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"145","1690670013095","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","1",,"146","1690670013866","main.py","1.1.5 for 2021-2022 @t1",,"1",,,,,
"X-Keystroke","5",,"147","1690670014568","main.py","1.1.5 for 2021-2022 @t1",,"5",,,,,
"File.Edit","5","","146","1690670014568","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","5",,"147","1690670014568","main.py","1.1.5 for 2021-2022 @t1",,"5",,,,,
"File.Edit"," ","","147","1690670015324","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"148","1690670015324","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","m","","148","1690670015640","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"149","1690670015640","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","i","","149","1690670015756","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"150","1690670015756","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","n","","150","1690670015888","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"151","1690670015888","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","s","","151","1690670015957","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"152","1690670015957","main.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit"," ","","152","1690670016158","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"153","1690670016158","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","|","","153","1690670016992","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","|",,"154","1690670016992","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"File.Edit"," ","","154","1690670017933","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"155","1690670017933","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit",".","","155","1690670018180","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",".",,"156","1690670018180","main.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"X-Keystroke"," ",,"148","1690670015324","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","m",,"149","1690670015640","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","i",,"150","1690670015756","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","n",,"151","1690670015888","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","s",,"152","1690670015957","main.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke"," ",,"153","1690670016158","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"154","1690670016992","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"155","1690670017933","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke",".",,"156","1690670018180","main.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"X-Keystroke",".",,"157","1690670018333","main.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"X-Keystroke",".",,"158","1690670018496","main.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"File.Edit",".","","156","1690670018333","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",".",,"157","1690670018333","main.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"File.Edit",".","","157","1690670018496","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",".",,"158","1690670018496","main.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"X-Action","Enter",,,"1690670018781","main.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","158","1690670018781","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","analyze",,,"1690670024328","main.py","1.1.5 for 2021-2022 @t1",,"analyze",,,,,
"File.Edit","e","","107","1690670024343","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Right",,,"1690670032771","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Left",,,"1690670033425","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670033626","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034095","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034126","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034141","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034179","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034195","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034226","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034257","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034279","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034295","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034326","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034358","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034380","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034395","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034427","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034458","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034480","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034511","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034527","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034558","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034580","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034611","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034627","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034658","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034680","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034712","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034743","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034759","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670034781","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670035044","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1690670035229","main.py","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left with Selection",,,"1690670035577","main.py","1.1.5 for 2021-2022 @t1",,"Left with Selection",,,,,
"X-Action","Left with Selection",,,"1690670035762","main.py","1.1.5 for 2021-2022 @t1",,"Left with Selection",,,,,
"X-Action","Left with Selection",,,"1690670035947","main.py","1.1.5 for 2021-2022 @t1",,"Left with Selection",,,,,
"X-Action","Left with Selection",,,"1690670036085","main.py","1.1.5 for 2021-2022 @t1",,"Left with Selection",,,,,
"X-Action","Backspace",,,"1690670036433","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","frim","124","1690670036433","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690670037235","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","124","1690670037251","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit"," ","","124","1690670037921","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"124","1690670037921","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Right",,,"1690670038284","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690670038744","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690670038775","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690670038791","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690670038822","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690670038844","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690670038876","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690670038907","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690670038922","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690670038945","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Keystroke"," ",,"124","1690670037921","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Right",,,"1690670038976","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690670039007","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1690670039023","main.py","1.1.5 for 2021-2022 @t1",,"Right",,,,,
